"","Name","Mileage"
"2696","Nissan Micra Diesel XV",23.08
"2697","Honda Brio E MT",19.4
"2698","Mahindra Ssangyong Rexton RX7",11.18
"2699","BMW 7 Series 730Ld Sedan",16.46
"2700","Hyundai Grand i10 1.2 Kappa Sportz",18.9
"2701","Maruti Baleno Delta 1.2",21.4
"2702","Mahindra Xylo E8 ABS BS IV",11.68
"2703","Renault Fluence Diesel E4",21.8
"2704","Hyundai i20 1.2 Magna",18.5
"2705","Mitsubishi Pajero 2.8 SFX",10.5
"2706","Toyota Corolla Altis 2008-2013 1.8 VL AT",14.53
"2707","BMW X5 X5 M",15.97
"2708","BMW 3 Series 2005-2011 325i Sedan",10.9
"2709","Hyundai Creta 1.6 CRDi AT SX Plus",17.01
"2710","Mahindra TUV 300 2015-2019 T8",18.49
"2711","Mahindra Scorpio VLX 2.2 mHawk BSIII",12.05
"2712","Renault KWID RXT",25.17
"2713","Renault KWID 1.0 RXT Optional AMT",22.5
"2714","Maruti Swift VXi BSIV",16.1
"2715","Skoda Laura 1.9 TDI AT Ambiente",17
"2716","Maruti Alto 800 2016-2019 VXI",24.7
"2717","Maruti Swift VXI",18.6
"2718","Hyundai i20 1.4 CRDi Sportz",23
"2719","Audi Q3 2012-2015 35 TDI Quattro Premium",15.73
"2720","Mercedes-Benz GLE 350d",11.57
"2721","Hyundai i10 Era",19.81
"2722","Maruti Wagon R LXI Optional",20.51
"2723","Honda City i VTEC V",17.8
"2724","Hyundai Grand i10 1.2 Kappa Sportz",18.9
"2725","Honda City i DTEC VX",25.1
"2726","Maruti Swift Dzire VXi",17.5
"2727","Maruti Swift Dzire ZXi",17.5
"2728","Mahindra XUV500 W8 2WD",15.1
"2729","Maruti Ciaz ZDi Plus SHVS",28.09
"2730","Hyundai Verna 1.6 SX CRDi (O)",22.32
"2731","Hyundai Accent CRDi",13.1
"2732","Honda Brio S MT",19.4
"2733","Hyundai i20 Active 1.2 SX",17.19
"2734","BMW 3 Series 320d Sport Line",18.88
"2735","Volkswagen Jetta 2013-2015 2.0L TDI Highline AT",16.96
"2736","Volkswagen Polo Petrol Highline 1.6L",15.26
"2737","Maruti Swift VXi BSIV",16.1
"2738","Renault Duster 110PS Diesel RxZ",19.01
"2739","BMW X3 xDrive 20d Luxury Line",18.56
"2740","Fiat Avventura MULTIJET Emotion",20.5
"2741","Maruti Wagon R Stingray VXI",20.51
"2742","Chevrolet Sail Hatchback LS ABS",22.1
"2743","Mahindra XUV500 W8 2WD",15.1
"2744","Tata Zest Quadrajet 1.3",23
"2745","BMW X3 xDrive20d xLine",18.56
"2746","Maruti Swift VDI BSIV",25.2
"2747","BMW 5 Series 2013-2017 520d Luxury Line",18.12
"2748","Tata Indigo CS eVX",25
"2749","Mahindra XUV500 W8 2WD",15.1
"2750","Audi Q7 35 TDI Quattro Premium Plus",12.07
"2751","BMW 5 Series 2003-2012 520d",18.48
"2752","Hyundai Verna 1.6 SX VTVT (O)",17.1
"2753","Hyundai Santa Fe 4WD AT",13.01
"2754","Hyundai Santro GLS II - Euro II",0
"2755","Maruti Wagon R AMT VXI",20.51
"2756","Maruti Wagon R LX BSIII",17.3
"2757","Hyundai i20 Sportz 1.2",18.5
"2758","Skoda Superb Elegance 1.8 TSI AT",13.7
"2759","Hyundai Getz GLS",15.3
"2760","Maruti Wagon R LXI BS IV",18.9
"2761","Maruti Omni MPI CARGO BSIV",16.8
"2762","Hyundai i10 Magna 1.2",20.36
"2763","Renault KWID 1.0 RXT Optional",21.7
"2764","Mercedes-Benz B Class 2012-2015 B200 Sport CDI",15
"2765","Volkswagen Polo GT TSI",17.21
"2766","Mahindra Scorpio VLX 4WD",12.05
"2767","Toyota Fortuner 2.8 2WD AT",12.9
"2768","Chevrolet Beat Diesel LT",25.44
"2769","Toyota Innova 2.5 G4 Diesel 8-seater",12.8
"2770","Maruti Swift Dzire VXI",20.85
"2771","Renault KWID Climber 1.0 MT",21.7
"2772","Tata Bolt Quadrajet XM",22.95
"2773","Hyundai Grand i10 Asta",18.9
"2774","Volkswagen Vento 1.5 TDI Highline",20.34
"2775","Audi A6 2011-2015 2.0 TDI",17.68
"2776","Maruti Swift Dzire Ldi BSIV",19.3
"2777","Chevrolet Spark 1.0 LT",18
"2778","BMW 3 Series 320d",22.69
"2779","Hyundai EON Era Plus",21.1
"2780","Maruti Swift Dzire VDI",23.4
"2781","Volkswagen CrossPolo 1.5 TDI",20.14
"2782","Honda Amaze E i-Vtech",18
"2783","Volkswagen Vento Petrol Highline AT",14.4
"2784","Maruti Wagon R Stingray VXI",20.51
"2785","Volkswagen Polo 1.5 TDI Highline",20.14
"2786","Volkswagen Polo Petrol Comfortline 1.2L",16.47
"2787","Honda Amaze SX i-DTEC",25.8
"2788","Audi A6 35 TDI Matrix",18.53
"2789","Tata Tigor 1.05 Revotorq XZ Option",24.7
"2790","Volkswagen Vento 1.5 TDI Highline AT",21.5
"2791","Audi A6 35 TDI Matrix",18.53
"2792","Nissan Terrano XL 110 PS",19.01
"2793","Skoda Rapid 1.5 TDI AT Elegance",21.66
"2794","Ford Figo Aspire 1.5 TDCi Trend",25.83
"2795","Tata Venture EX",15.42
"2796","Mercedes-Benz New C-Class C 220 CDI BE Avantgare",14.84
"2797","Toyota Fortuner 4x2 Manual",13
"2798","Honda City 1.5 V MT",17
"2799","Hyundai i20 Asta Option 1.2",18.6
"2800","Volkswagen Vento Diesel Trendline",20.54
"2801","Ford Endeavour 2.5L 4X2 MT",13.1
"2802","Ford EcoSport 1.5 Petrol Titanium Plus AT",14.8
"2803","Hyundai i20 Sportz Diesel",23
"2804","Toyota Innova 2.5 VX (Diesel) 8 Seater",12.99
"2805","Tata Nexon 1.5 Revotorq XZ Plus Dual Tone",21.5
"2806","Ford Figo Diesel Titanium",20
"2807","Porsche Panamera Diesel",17.85
"2808","Hyundai Creta 1.6 CRDi AT SX Plus",17.01
"2809","Audi A4 2.0 TDI Multitronic",16.55
"2810","Mahindra XUV500 W8 4WD",16
"2811","Isuzu MUX 4WD",13.8
"2812","Maruti Swift Dzire VDI",23.4
"2813","Maruti Ciaz ZXi",20.73
"2814","Hyundai EON Era Plus",21.1
"2815","Mercedes-Benz E-Class 280 CDI",11
"2816","BMW 5 Series 2003-2012 520d",18.48
"2817","Hyundai Grand i10 1.2 CRDi Sportz Option",24
"2818","Jaguar XJ 3.0L Portfolio",14.47
"2819","Maruti Swift Ldi BSIII",17.8
"2820","Hyundai Santro Xing GLS",17.92
"2821","Toyota Innova 2.5 V Diesel 8-seater",12.8
"2822","Hyundai i20 Sportz 1.2",18.6
"2823","Mercedes-Benz E-Class 280 CDI",11
"2824","Ford Figo Diesel ZXI",20
"2825","Toyota Corolla Altis 1.4 DG",21.43
"2826","Hyundai Grand i10 1.2 Kappa Sportz",18.9
"2827","Jeep Compass 2.0 Limited 4X4",16.3
"2828","Maruti Ignis 1.2 AMT Alpha",20.89
"2829","Toyota Fortuner 3.0 Diesel",11.5
"2830","Volkswagen Vento Diesel Highline",20.54
"2831","Toyota Innova Crysta 2.4 VX MT",13.68
"2832","Ford Figo Diesel Celebration Edition",20
"2833","Toyota Platinum Etios 1.4 GXD",23.59
"2834","Mahindra Thar DI 4X4",18.06
"2835","Land Rover Range Rover HSE Dynamic",12.7
"2836","BMW 3 Series 320d Highline",16.07
"2837","Hyundai Accent GLS",13.2
"2838","Maruti Celerio ZXI AT",23.1
"2839","Jaguar XF 2.2 Litre Luxury",16.36
"2840","Audi A6 2.7 TDI",12.4
"2841","Nissan Micra Diesel XV",23.08
"2842","Honda Amaze S i-Vtech",18
"2843","Renault Duster 85PS Diesel RxL Option",19.87
"2844","Toyota Innova 2.5 G (Diesel) 8 Seater",12.99
"2845","Honda Amaze E i-Vtech",18
"2846","Mercedes-Benz New C-Class C 250 CDI Elegance",14.94
"2847","Toyota Etios Liva G",17.71
"2848","Toyota Innova Crysta 2.8 GX AT 8S",11.36
"2849","Mercedes-Benz New C-Class 200 CDI Elegance",15.8
"2850","Maruti Swift VXI BSIII",16.1
"2851","Maruti Baleno Alpha 1.3",27.39
"2852","Maruti Celerio VXI AT",23.1
"2853","Ford Ecosport 1.5 DV5 MT Ambiente",22.7
"2854","Tata Manza Aura Quadrajet",18.8
"2855","Honda Jazz 1.5 SV i DTEC",27.3
"2856","Mahindra XUV500 W8 2WD",15.1
"2857","Nissan Micra Diesel XV Premium",23.08
"2858","Mercedes-Benz New C-Class C 220d Avantgarde Edition C",19.27
"2859","Tata Manza Aura Plus Quadrajet BS IV",19
"2860","Maruti Swift VDI",22.9
"2861","Maruti Swift Dzire 1.2 Lxi BSIV",17.5
"2862","Tata Indigo eCS LS (TDI) BS-III",19.09
"2863","Honda Amaze S i-Dtech",25.8
"2864","Maruti Swift VXI BSIV",20.4
"2865","Maruti Ertiga ZDI",20.77
"2866","Hyundai Grand i10 Era",18.9
"2867","Nissan Micra Active XV",19.69
"2868","Hyundai Grand i10 Asta Option",18.9
"2869","Jeep Compass 2.0 Sport",17.1
"2870","Volkswagen Polo Diesel Comfortline 1.2L",22.07
"2871","Honda Amaze S AT i-Vtech",15.5
"2872","BMW X3 xDrive20d Advantage Edition",16.09
"2873","BMW 3 Series 320d Luxury Line",18.88
"2874","Honda City V AT",15.6
"2875","Mahindra Ssangyong Rexton RX5",12.83
"2876","Maruti Swift Dzire LDI",26.59
"2877","Maruti Swift VDI BSIV",25.2
"2878","Honda Brio S Option MT",18.4
"2879","Hyundai Grand i10 Sportz",18.9
"2880","Tata Zest Quadrajet 1.3 75PS XM",22.95
"2881","Hyundai EON Era Plus",21.1
"2882","Hyundai i20 1.2 Spotz",18.6
"2883","Volvo S60 D4 KINETIC",9
"2884","Ford Ecosport 1.5 DV5 MT Titanium Optional",22.7
"2885","Maruti Ritz VXI",21.1
"2886","Hyundai i20 1.4 CRDi Magna",21.9
"2887","Maruti Dzire VXI",22
"2888","Porsche Panamera 2010 2013 4S",8
"2889","Maruti Swift VDi BSIII W/ ABS",17.8
"2890","Honda Brio S MT",19.4
"2891","Chevrolet Beat LS",18.6
"2892","Hyundai Creta 1.6 SX Plus Petrol Automatic",13
"2893","Honda City ZX GXi",17.7
"2894","Maruti Ritz LXi",18.5
"2895","Ford EcoSport 1.5 TDCi Trend",22.77
"2896","BMW 3 Series 320d",13.2
"2897","Hyundai Verna 1.6 SX VTVT",17.01
"2898","Toyota Innova 2.5 G4 Diesel 8-seater",12.8
"2899","Maruti Wagon R LXI",22.5
"2900","Maruti Ertiga VDI",25.47
"2901","Maruti Alto LXi BSIII",19.7
"2902","Maruti A-Star Vxi",19
"2903","BMW X5 3.0d",11
"2904","Mahindra KUV 100 G80 K6 Plus 5Str",18.15
"2905","Hyundai i10 Magna AT",19.2
"2906","Honda Civic 2006-2010 1.8 S AT",12.9
"2907","Hyundai i10 Sportz 1.2",20.36
"2908","Mercedes-Benz New C-Class C 220 CDI Elegance AT",14.84
"2909","Toyota Etios G",17.6
"2910","Honda City 1.5 E MT",17
"2911","Maruti Swift Dzire VDI",23.4
"2912","Maruti Swift VXI",22
"2913","Hyundai Verna 1.6 EX VTVT",17.01
"2914","Maruti Ritz VDi",23.2
"2915","Toyota Fortuner 4x2 Manual",13
"2916","Jeep Compass 2.0 Limited",17.1
"2917","Hyundai i20 Asta Option 1.2",18.6
"2918","Tata New Safari DICOR 2.2 EX 4x4 BS IV",13.93
"2919","Maruti Swift Dzire LDi",19.3
"2920","Tata Indigo eCS eLS BS IV",25
"2921","Maruti Swift LDI",28.4
"2922","Maruti Celerio VXI AT",23.1
"2923","BMW 5 Series 2013-2017 530d M Sport",14.69
"2924","Volkswagen Polo 1.2 MPI Highline",16.47
"2925","Tata Safari DICOR 2.2 LX 4x2",13.93
"2926","Mini Cooper S Carbon Edition",13.6
"2927","Ford Figo Petrol Titanium",15.6
"2928","Honda City i DTEC V",26
"2929","Hyundai Tucson CRDi",12.6
"2930","Skoda Laura Ambiente 2.0 TDI CR MT",20
"2931","Toyota Fortuner 3.0 Diesel",11.5
"2932","Hyundai Verna 1.6 SX",22.32
"2933","Mahindra XUV500 W6 2WD",15.1
"2934","Renault KWID RXT",25.17
"2935","Hyundai i20 Asta 1.2",18.6
"2936","Honda City V AT",15.6
"2937","Ford Endeavour 3.2 Titanium AT 4X4",10.91
"2938","Skoda Superb Elegance 1.8 TSI AT",13.7
"2939","BMW 3 Series 320d Sport",22.69
"2940","Maruti Ritz LDi",23.2
"2941","Toyota Fortuner 3.0 Diesel",11.5
"2942","Maruti Swift Lxi BSIII",16.1
"2943","Tata Tigor 1.2 Revotron XT",20.3
"2944","Honda City i VTEC CVT VX",18
"2945","BMW 3 Series 320d",13.2
"2946","Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency",14.21
"2947","Maruti Swift VDI",28.4
"2948","Maruti Ertiga VXI",16.02
"2949","Hyundai Verna 1.6 VTVT",17.01
"2950","Land Rover Discovery Sport TD4 HSE",12.63
"2951","Hyundai Santro Xing GL",0
"2952","Mercedes-Benz New C-Class C 220 CDI Style",19.27
"2953","Hyundai i10 Magna 1.2",20.36
"2954","Volkswagen Polo Diesel Comfortline 1.2L",22.07
"2955","Maruti Vitara Brezza VDi Option",24.3
"2956","Renault Duster 85PS Diesel RxL",19.87
"2957","Tata Indica Vista Aqua 1.3 Quadrajet",18
"2958","Mercedes-Benz GL-Class 350 CDI Blue Efficiency",11.3
"2959","Hyundai Xcent 1.2 CRDi S",25.4
"2960","Hyundai Verna CRDi SX ABS",18.1
"2961","Hyundai Verna 1.6 SX VTVT",17.01
"2962","Ford Figo Petrol ZXI",15.6
"2963","Maruti Swift VDI Optional",25.2
"2964","Renault Pulse RxL",23.08
"2965","Volkswagen Polo 1.2 MPI Highline",16.47
"2966","BMW 3 Series 320d Luxury Line",22.69
"2967","Skoda Rapid 1.6 MPI Active",15
"2968","Audi Q7 3.0 TDI Quattro Premium Plus",12.07
"2969","Maruti Ciaz VDi Plus",26.21
"2970","Honda City i DTEC VX",25.1
"2971","Mercedes-Benz E-Class 2009-2013 E350 Petrol",10.93
"2972","Audi A6 2011-2015 3.0 TDI Quattro Premium Plus",14.57
"2973","Mahindra Xylo H4",14.02
"2974","Honda City 1.5 EXI AT",12
"2975","Maruti SX4 ZXI MT BSIV",15.5
"2976","Toyota Corolla Altis G",14.53
"2977","Volkswagen Vento Petrol Highline AT",14.4
"2978","Hyundai EON Era Plus",21.1
"2979","Skoda Laura Ambition 2.0 TDI CR MT",20
"2980","Maruti Swift VDI",22.9
"2981","Toyota Corolla Altis 1.8 VL CVT",14.28
"2982","Toyota Innova 2.5 G (Diesel) 8 Seater",12.99
"2983","Tata Tiago Wizz 1.05 Revotorq",27.28
"2984","Skoda Rapid 1.6 MPI Ambition",15.41
"2985","Ford Endeavour 3.2 Titanium AT 4X4",10.91
"2986","Renault KWID RXL",25.17
"2987","Hyundai i20 1.4 Asta CRDi with AVN",23
"2988","Skoda Laura Ambiente",17.5
"2989","Toyota Corolla Altis Diesel D4DG",21.43
"2990","Mahindra Scorpio S8 8 Seater",15.4
"2991","Audi Q5 2.0 TDI Premium Plus",14.16
"2992","Chevrolet Enjoy TCDi LS 8 Seater",18.2
"2993","BMW 3 Series 320d",22.69
"2994","Nissan Sunny 2011-2014 Diesel XV",21.64
"2995","Honda Accord 2.4 MT",12.8
"2996","Hyundai Verna CRDi",16.8
"2997","Maruti Omni E MPI STD BS IV",16.8
"2998","Honda City i VTEC SV",17.4
"2999","Audi A7 2011-2015 Sportback",0
"3000","Ford Fiesta 1.4 ZXi Leather",16.6
"3001","Hyundai i20 1.4 Asta",22.54
"3002","Mercedes-Benz E-Class E250 CDI Avantgrade",13
"3003","Ford EcoSport 1.5 TDCi Trend Plus",22.77
"3004","Hyundai i20 1.2 Magna",18.5
"3005","Honda City i VTEC V",17.8
"3006","Nissan Micra Diesel XV",23.08
"3007","Ford Figo Diesel EXI",20
"3008","Nissan Micra XL",18.44
"3009","Honda Accord 2.4 MT",12.8
"3010","Skoda Superb Elegance 1.8 TSI AT",13.7
"3011","Maruti Omni 8 Seater BSIV",14
"3012","Hyundai i20 Magna Optional 1.4 CRDi",21.9
"3013","Hyundai Creta 1.6 CRDi AT SX Plus",17.01
"3014","Maruti Swift VDI BSIV",25.2
"3015","Maruti Swift LDI BSIV",25.2
"3016","Toyota Innova 2.5 G (Diesel) 8 Seater BS IV",12.8
"3017","Hyundai Xcent 1.1 CRDi Base",24.4
"3018","Maruti Ertiga Paseo VDI",20.77
"3019","Ford Endeavour 3.2 Trend AT 4X4",10.91
"3020","Hyundai i20 1.4 Sportz",22.54
"3021","Maruti Zen Estilo LXI BS IV",19
"3022","Maruti Ritz VDi",21.1
"3023","Honda City 1.5 S MT",17
"3024","Maruti Swift Dzire ZXi",17.5
"3025","BMW X1 sDrive 20d Sportline",17.05
"3026","Tata Manza Aqua Safire",15
"3027","Mahindra XUV500 W10 2WD",16
"3028","Hyundai i10 Sportz AT",16.95
"3029","Maruti Baleno Sigma 1.2",21.4
"3030","Maruti Vitara Brezza ZDi Plus Dual Tone",24.3
"3031","Ford Figo Petrol ZXI",15.6
"3032","Volkswagen Vento Sport 1.2 TSI AT",18.19
"3033","Mahindra Xylo D2 BS III",14.95
"3034","Porsche Cayenne Base",13.33
"3035","Maruti Swift Dzire VDi",19.3
"3036","Volkswagen Polo 1.2 MPI Highline Plus",16.2
"3037","Hyundai Verna 1.6 VTVT",17.01
"3038","Hyundai i10 Era 1.1",19.81
"3039","Mercedes-Benz E-Class E250 CDI Launch Edition",13
"3040","Maruti Zen LXI",17.3
"3041","Hyundai i10 Sportz",20.36
"3042","Honda Amaze S i-Dtech",25.8
"3043","Tata Safari Storme VX",14.1
"3044","Honda Brio 1.2 S MT",18.5
"3045","Hyundai i20 Asta",17
"3046","Volkswagen Jetta 2012-2014 1.4 TSI",14.69
"3047","Honda Jazz Select Edition",16.7
"3048","Hyundai Grand i10 Sportz",18.9
"3049","Jaguar XF Diesel",14.74
"3050","Jaguar XF 2.2 Litre Luxury",16.36
"3051","Mahindra XUV500 W8 2WD",16
"3052","Maruti S Cross DDiS 320 Alpha",22.7
"3053","Audi A4 2.0 TDI 177 Bhp Premium Plus",17.11
"3054","Renault Duster 110PS Diesel RxZ",19.01
"3055","Maruti Swift Dzire VXI",19.1
"3056","Volkswagen Polo Petrol Trendline 1.2L",16.47
"3057","Maruti Omni 8 Seater BSII",19.7
"3058","Hyundai Grand i10 1.2 Kappa Magna AT",18.9
"3059","Tata Nano Twist XT",25.4
"3060","Audi A4 30 TFSI Premium Plus",17.84
"3061","Volkswagen Polo 1.2 MPI Highline",16.47
"3062","Maruti Alto 800 LXI",22.74
"3063","Mini Cooper 5 DOOR D",20.7
"3064","Audi A4 New 2.0 TDI Multitronic",15.2
"3065","Ford Endeavour Titanium 4X2",12.62
"3066","Ford Ecosport 1.5 Ti VCT MT Titanium",15.8
"3067","Hyundai Grand i10 Magna",18.9
"3068","Chevrolet Sail 1.2 LS",18.2
"3069","Maruti Swift Dzire LXI",20.85
"3070","Tata Zest Revotron 1.2T XM",17.57
"3071","Mercedes-Benz New C-Class C 220 CDI Avantgarde",19.27
"3072","Chevrolet Cruze LTZ",17.3
"3073","Maruti Ritz VDi",21.1
"3074","Hyundai Grand i10 1.2 Kappa Sportz Option",18.9
"3075","Maruti Dzire LDI",28.4
"3076","Hyundai Verna 1.6 SX",22.32
"3077","Jaguar XF Diesel",14.74
"3078","Skoda Superb Elegance 1.8 TSI AT",13.7
"3079","Maruti Wagon R LXI",18.9
"3080","Volkswagen Polo Petrol Highline 1.2L",16.47
"3081","Honda Civic 2010-2013 1.8 S MT",14.8
"3082","Maruti Wagon R VXI",22.5
"3083","Maruti Swift Dzire VDI",23.4
"3084","Hyundai Creta 1.6 SX Plus Petrol Automatic",13
"3085","Hyundai Grand i10 Asta",18.9
"3086","Nissan Micra Diesel XV Premium",23.08
"3087","Hyundai Grand i10 1.2 Kappa Asta",18.9
"3088","Volkswagen Vento Diesel Highline",20.54
"3089","Toyota Fortuner 4x2 AT",12.55
"3090","Toyota Innova Crysta 2.8 GX AT",11.36
"3091","Mercedes-Benz A Class A180 CDI",20
"3092","Hyundai EON D Lite",21.1
"3093","Hyundai Elantra CRDi SX",22.7
"3094","Mini Cooper 3 DOOR D",20.7
"3095","Renault Duster 110PS Diesel RXZ Option",19.64
"3096","Ford Endeavour 3.2 Titanium AT 4X4",10.91
"3097","Toyota Corolla Altis GL MT",14.28
"3098","Mahindra XUV500 W7",14
"3099","BMW 7 Series 730Ld Design Pure Excellence CBU",16.77
"3100","Maruti Wagon R LX BSIII",17.3
"3101","Honda City i VTEC SV",17.8
"3102","Maruti Swift VDI",22.9
"3103","Honda City i-VTEC CVT VX",18
"3104","Maruti Ertiga VDI",20.77
"3105","Renault Duster 110PS Diesel RxZ",19.01
"3106","Maruti Swift Dzire VDi",19.3
"3107","Maruti Ritz VDi",23.2
"3108","Mahindra XUV500 W8 4WD",15.1
"3109","Honda Brio S MT",19.4
"3110","Mercedes-Benz M-Class ML 350 4Matic",0
"3111","Tata Manza Club Class Quadrajet90 LS",21.02
"3112","Toyota Innova 2.5 V Diesel 7-seater",12.8
"3113","Maruti Swift VXI",18.6
"3114","Hyundai Verna 1.6 EX VTVT",17.01
"3115","Honda Mobilio S i VTEC",17.3
"3116","Honda Amaze S i-Vtech",18
"3117","Honda City i-VTEC CVT VX",18
"3118","Land Rover Range Rover 2.2L Dynamic",12.7
"3119","Honda City i-VTEC V",17.4
"3120","Mercedes-Benz E-Class 280 Elegance",9.5
"3121","Ford Ikon 1.3 Flair",13.8
"3122","Toyota Fortuner 4x2 Manual",13
"3123","Maruti A-Star Vxi",19
"3124","Tata Sumo EX",14.07
"3125","Honda City V AT",15.6
"3126","Nissan Micra XV D",23.19
"3127","Hyundai Verna SX CRDi AT",19.08
"3128","Maruti 800 Std",16.1
"3129","Mahindra XUV500 W8 4WD",15.1
"3130","Maruti SX4 VDI",21.5
"3131","Hyundai i20 Sportz AT 1.4",15
"3132","Hyundai Creta 1.6 CRDi SX",19.67
"3133","Mercedes-Benz E-Class E250 CDI Avantgrade",13
"3134","Toyota Fortuner 4x2 AT",12.55
"3135","Volvo S60 D4 KINETIC",9
"3136","Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde",14.21
"3137","Honda Accord 2.4 Elegance M/T",10.2
"3138","Honda Amaze S i-Dtech",25.8
"3139","Maruti Dzire ZDI",28.4
"3140","Maruti Swift LXI",18.6
"3141","Toyota Corolla Altis G HV AT",14.53
"3142","Land Rover Range Rover Vogue SE 4.4 SDV8",11.49
"3143","Maruti Swift VDI",22.9
"3144","Jeep Compass 2.0 Limited Option 4X4",16.3
"3145","Maruti Swift VXI BSIV",20.4
"3146","Honda Jazz 1.2 SV i VTEC",18.7
"3147","Volkswagen Polo Petrol Trendline 1.2L",16.47
"3148","Honda Civic 2006-2010 1.8 V AT",12.9
"3149","Toyota Etios G SP",16.78
"3150","Hyundai Verna 1.6 SX VTVT",17.01
"3151","Toyota Innova 2.5 G4 Diesel 8-seater",12.8
"3152","Maruti SX4 S Cross DDiS 320 Zeta",22.7
"3153","Ford Freestyle Titanium Plus Petrol",19
"3154","Maruti Baleno Alpha 1.2",21.4
"3155","Honda Jazz V",18.2
"3156","Hyundai Verna 1.6 CRDi EX AT",22.32
"3157","Honda Amaze VX i-DTEC",25.8
"3158","Audi Q3 30 TDI Premium FWD",18.51
"3159","Skoda Rapid 2013-2016 1.6 MPI Ambition",15
"3160","Audi A4 2.0 TDI 177 Bhp Premium Plus",17.11
"3161","Maruti Swift Dzire VDI",23.4
"3162","Tata Indica Vista Quadrajet LS",22.3
"3163","Toyota Innova 2.5 G (Diesel) 8 Seater",12.99
"3164","Renault Duster 110PS Diesel RxZ Plus",19.64
"3165","Mercedes-Benz E-Class E400 Cabriolet",10
"3166","Honda Amaze S i-Dtech",25.8
"3167","Mercedes-Benz GLE 350d",11.57
"3168","Maruti Ritz VDi",23.2
"3169","Maruti Ciaz ZDi Plus SHVS",28.09
"3170","Hyundai Santro Xing GL",0
"3171","BMW 5 Series 520d Sedan",18.48
"3172","Maruti Baleno Delta CVT",21.4
"3173","Ford Fiesta Diesel Titanium Plus",23.5
"3174","Mahindra XUV500 W8 2WD",16
"3175","Maruti Alto LXi",19.7
"3176","Mini Cooper 3 DOOR D",20.7
"3177","Mahindra XUV500 W8 4WD",15.1
"3178","Hyundai Santro Xing GLS",17.92
"3179","Maruti Swift VDI",22.9
"3180","Mercedes-Benz A Class A180 CDI",20
"3181","Renault KWID RXT",25.17
"3182","Maruti Swift VDI",22.9
"3183","Maruti Zen LXI",17.3
"3184","Hyundai Grand i10 Magna AT",18.9
"3185","Tata Manza Aura Quadrajet BS IV",21.12
"3186","Mahindra XUV500 W10 AWD",16
"3187","Maruti Swift Dzire 1.2 Vxi BSIV",17.5
"3188","Audi Q3 35 TDI Quattro Premium Plus",15.73
"3189","Mercedes-Benz New C-Class C 220 CDI Elegance AT",14.84
"3190","Honda City i VTEC CVT VX",18
"3191","Toyota Innova 2.5 GX 7 STR",12.8
"3192","Chevrolet Beat LT",18.6
"3193","Honda Jazz 1.2 S i VTEC",18.7
"3194","Nissan Micra XL Primo",18.06
"3195","Maruti Ciaz AT ZXi",19.12
"3196","Toyota Fortuner 4x2 AT",12.55
"3197","Ford Aspire Ambiente Diesel",26.1
"3198","Maruti Ertiga ZDI",20.77
"3199","Maruti Alto 800 LXI",22.74
"3200","Honda Brio V MT",19.4
"3201","Hyundai Verna Transform CRDi VGT SX ABS",16.2
"3202","Honda City 1.5 GXI",12.8
"3203","Hyundai Creta 1.6 CRDi SX",19.67
"3204","Toyota Etios Liva GD",23.59
"3205","Hyundai Sonata Transform 2.4 GDi MT",13.44
"3206","Hyundai Creta 1.6 CRDi SX Option",19.67
"3207","Honda Jazz 1.2 SV i VTEC",18.7
"3208","Volkswagen Vento Diesel Comfortline",20.54
"3209","Mahindra XUV500 W6 2WD",16
"3210","Mahindra TUV 300 2015-2019 T8",18.49
"3211","Honda Accord 2001-2003 2.3 VTi L AT",11.1
"3212","Maruti Ertiga VDI",20.77
"3213","Mahindra Ssangyong Rexton RX5",12.83
"3214","Toyota Fortuner 4x2 AT",12.55
"3215","Maruti Ertiga ZDI",20.77
"3216","Hyundai Elantra CRDi SX AT",19.5
"3217","Hyundai i10 Magna 1.2",20.36
"3218","Maruti Omni MPI STD BSIV",16.8
"3219","Honda Amaze VX AT i-Vtech",15.5
"3220","Honda Civic 2006-2010 1.8 V AT",12.9
"3221","Mercedes-Benz CLA 200 CDI Sport",17.9
"3222","Skoda Superb 1.8 TFSI MT",13.14
"3223","Maruti Ciaz ZDi Plus SHVS",28.09
"3224","Ford Ecosport 1.5 DV5 MT Titanium Optional",22.7
"3225","Mercedes-Benz M-Class ML 320 CDI",8.7
"3226","Hyundai Grand i10 CRDi Sportz",24
"3227","Volkswagen Vento Diesel Breeze",20.5
"3228","Chevrolet Beat Diesel LT",25.44
"3229","Mahindra Quanto C6",17.21
"3230","Hyundai i10 Asta 1.2 AT with Sunroof",19.2
"3231","Toyota Etios Liva 1.4 GD",23.59
"3232","Toyota Corolla Altis 2008-2013 1.8 VL AT",14.53
"3233","Hyundai i10 Magna 1.2",20.36
"3234","Ford Figo Aspire 1.2 Ti-VCT Titanium",18.16
"3235","Maruti Ritz ZXi",18.5
"3236","Hyundai i20 Sportz AT 1.4",15
"3237","Maruti Swift Dzire LDI",26.59
"3238","BMW 7 Series 2007-2012 750Li",8.77
"3239","Maruti S Cross DDiS 320 Alpha",22.7
"3240","Toyota Fortuner 4x4 AT",12.55
"3241","Hyundai EON 1.0 Magna Plus Option O",20.3
