"","X","Name","Location","Year","Kilometers_Driven","Fuel_Type","Transmission","Owner_Type","Mileage","Engine","Power","Seats","Price","car_age"
"2173",3216,"Honda Amaze S i-Vtech","Mumbai",2017,32005,"Petrol","Manual","First",18,1198,86.7,5,4.25,7
"2174",3217,"Honda City i-VTEC CVT VX","Jaipur",2017,35000,"Petrol","Automatic","First",18,1497,117.3,5,7.7,7
"2175",3219,"Honda City i-VTEC V","Mumbai",2017,11000,"Petrol","Manual","First",17.4,1497,117.3,5,8.5,7
"2176",3223,"Maruti A-Star Vxi","Hyderabad",2008,51366,"Petrol","Manual","First",19,998,66.1,5,2.25,16
"2177",3226,"Nissan Micra XV D","Chennai",2012,93450,"Diesel","Manual","Second",23.19,1461,63.12,5,2.5,12
"2178",3227,"Hyundai Verna SX CRDi AT","Hyderabad",2011,104000,"Diesel","Automatic","First",19.08,1582,126.32,5,5.75,13
"2179",3228,"Maruti 800 Std","Pune",2003,52000,"Petrol","Manual","First",16.1,796,37,4,0.5,21
"2180",3230,"Maruti SX4 VDI","Delhi",2014,90000,"Diesel","Manual","First",21.5,1248,88.8,5,4.5,10
"2181",3232,"Hyundai Creta 1.6 CRDi SX","Coimbatore",2019,54321,"Diesel","Manual","First",19.67,1582,126.2,5,13.54,5
"2182",3238,"Honda Amaze S i-Dtech","Pune",2015,110000,"Diesel","Manual","First",25.8,1498,98.6,5,4.65,9
"2183",3239,"Maruti Dzire ZDI","Ahmedabad",2013,56454,"Diesel","Manual","First",28.4,1248,73.75,5,4.65,11
"2184",3240,"Maruti Swift LXI","Kolkata",2013,60000,"Petrol","Manual","First",18.6,1197,85.8,5,3.15,11
"2185",3243,"Maruti Swift VDI","Chennai",2012,63000,"Diesel","Manual","First",22.9,1248,74,5,4.5,12
"2186",3244,"Jeep Compass 2.0 Limited Option 4X4","Kolkata",2017,15050,"Diesel","Manual","First",16.3,1956,170,5,17.5,7
"2187",3245,"Maruti Swift VXI BSIV","Mumbai",2016,29401,"Petrol","Manual","First",20.4,1197,81.8,5,4.31,8
"2188",3246,"Honda Jazz 1.2 SV i VTEC","Kochi",2016,25238,"Petrol","Manual","First",18.7,1199,88.7,5,6.2,8
"2189",3248,"Volkswagen Polo Petrol Trendline 1.2L","Kochi",2011,58752,"Petrol","Manual","First",16.47,1198,73.9,5,3.32,13
"2190",3250,"Toyota Etios G SP","Bangalore",2013,132000,"Petrol","Manual","First",16.78,1496,88.73,5,4.7,11
"2191",3251,"Hyundai Verna 1.6 SX VTVT","Chennai",2016,51000,"Petrol","Manual","First",17.01,1591,121.3,5,6.5,8
"2192",3253,"Maruti SX4 S Cross DDiS 320 Zeta","Coimbatore",2016,61717,"Diesel","Manual","First",22.7,1598,118,5,8.94,8
"2193",3254,"Ford Freestyle Titanium Plus Petrol","Kolkata",2018,8896,"Petrol","Manual","First",19,1194,94.68,5,7.34,6
"2194",3255,"Maruti Baleno Alpha 1.2","Delhi",2016,17000,"Petrol","Manual","First",21.4,1197,83.1,5,6.9,8
"2195",3256,"Honda Jazz V","Mumbai",2016,31378,"Petrol","Manual","First",18.2,1199,88.7,5,5.9,8
"2196",3257,"Hyundai Verna 1.6 CRDi EX AT","Pune",2013,114000,"Diesel","Automatic","First",22.32,1582,126.3,5,6.75,11
"2197",3258,"Honda Amaze VX i-DTEC","Ahmedabad",2014,81000,"Diesel","Manual","First",25.8,1498,98.6,5,4.1,10
"2198",3259,"Audi Q3 30 TDI Premium FWD","Mumbai",2017,31000,"Diesel","Automatic","First",18.51,1968,147.51,5,27,7
"2199",3261,"Audi A4 2.0 TDI 177 Bhp Premium Plus","Kolkata",2013,60001,"Diesel","Automatic","First",17.11,1968,174.33,5,14.5,11
"2200",3262,"Maruti Swift Dzire VDI","Jaipur",2014,75074,"Diesel","Manual","First",23.4,1248,74,5,5.25,10
"2201",3263,"Tata Indica Vista Quadrajet LS","Kolkata",2012,80000,"Diesel","Manual","Second",22.3,1248,74,5,1.2,12
"2202",3265,"Renault Duster 110PS Diesel RxZ Plus","Hyderabad",2013,60000,"Diesel","Manual","First",19.64,1461,108.45,5,7.5,11
"2203",3267,"Honda Amaze S i-Dtech","Delhi",2015,58000,"Diesel","Manual","First",25.8,1498,98.6,5,4.45,9
"2204",3269,"Maruti Ritz VDi","Kochi",2015,57034,"Diesel","Manual","First",23.2,1248,73.94,5,4.38,9
"2205",3270,"Maruti Ciaz ZDi Plus SHVS","Kochi",2016,40810,"Diesel","Manual","First",28.09,1248,88.5,5,7.9,8
"2206",3272,"BMW 5 Series 520d Sedan","Mumbai",2008,81000,"Diesel","Automatic","Second",18.48,1631.55257270694,113.803144037171,5,10.5,16
"2207",3273,"Maruti Baleno Delta CVT","Coimbatore",2018,34630,"Petrol","Automatic","First",21.4,1197,83.1,5,7.29,6
"2208",3274,"Ford Fiesta Diesel Titanium Plus","Hyderabad",2012,45122,"Diesel","Manual","First",23.5,1498,88.7,5,6,12
"2209",3276,"Maruti Alto LXi","Jaipur",2009,63000,"Petrol","Manual","First",19.7,796,46.3,5,1.5,15
"2210",3277,"Mini Cooper 3 DOOR D","Kochi",2016,32298,"Diesel","Automatic","First",20.7,1496,113.98,4,23.8,8
"2211",3279,"Hyundai Santro Xing GLS","Coimbatore",2012,43337,"Petrol","Manual","First",17.92,1086,62.1,5,3.32,12
"2212",3280,"Maruti Swift VDI","Kochi",2015,46561,"Diesel","Manual","First",22.9,1248,74,5,4.94,9
"2213",3281,"Mercedes-Benz A Class A180 CDI","Delhi",2013,34000,"Diesel","Automatic","Second",20,2143,107.3,5,11,11
"2214",3282,"Renault KWID RXT","Hyderabad",2016,48000,"Petrol","Manual","First",25.17,799,53.3,5,3.4,8
"2215",3283,"Maruti Swift VDI","Kochi",2013,56263,"Diesel","Manual","First",22.9,1248,74,5,4.17,11
"2216",3284,"Maruti Zen LXI","Hyderabad",2005,84060,"Petrol","Manual","Second",17.3,993,60,5,1.25,19
"2217",3285,"Hyundai Grand i10 Magna AT","Mumbai",2016,9000,"Petrol","Automatic","First",18.9,1197,82,5,5.45,8
"2218",3286,"Tata Manza Aura Quadrajet BS IV","Jaipur",2012,79000,"Diesel","Manual","First",21.12,1248,88.8,5,2.59,12
"2219",3288,"Maruti Swift Dzire 1.2 Vxi BSIV","Delhi",2010,72425,"Petrol","Manual","Second",17.5,1197,85.8,5,2.45,14
"2220",3292,"Honda City i VTEC CVT VX","Delhi",2015,51000,"Petrol","Automatic","First",18,1497,117.3,5,7.9,9
"2221",3294,"Chevrolet Beat LT","Pune",2011,48000,"Petrol","Manual","Second",18.6,1199,79.4,5,1.8,13
"2222",3296,"Honda Jazz 1.2 S i VTEC","Mumbai",2015,31000,"Petrol","Manual","First",18.7,1199,88.7,5,4.9,9
"2223",3297,"Nissan Micra XL Primo","Jaipur",2010,75055,"Petrol","Manual","First",18.06,1198,75,5,2.25,14
"2224",3298,"Maruti Ciaz AT ZXi","Coimbatore",2017,51210,"Petrol","Automatic","First",19.12,1373,91.1,5,8.89,7
"2225",3300,"Ford Aspire Ambiente Diesel","Kolkata",2018,17000,"Diesel","Manual","First",26.1,1498,99,5,5.65,6
"2226",3301,"Maruti Ertiga ZDI","Jaipur",2014,57000,"Diesel","Manual","First",20.77,1248,88.8,7,7,10
"2227",3302,"Maruti Alto 800 LXI","Hyderabad",2016,9370,"Petrol","Manual","First",22.74,796,47.3,5,2.95,8
"2228",3303,"Honda Brio V MT","Chennai",2013,53226,"Petrol","Manual","First",19.4,1198,86.8,5,3.3,11
"2229",3304,"Hyundai Verna Transform CRDi VGT SX ABS","Hyderabad",2010,120000,"Diesel","Manual","Second",16.2,1493,110,5,3.5,14
"2230",3306,"Hyundai Creta 1.6 CRDi SX","Coimbatore",2017,37247,"Diesel","Manual","First",19.67,1582,126.2,5,13.69,7
"2231",3307,"Toyota Etios Liva GD","Delhi",2013,64000,"Diesel","Manual","First",23.59,1364,67.06,5,3.1,11
"2232",3309,"Hyundai Creta 1.6 CRDi SX Option","Pune",2017,40158,"Diesel","Manual","First",19.67,1582,126.2,5,13.75,7
"2233",3310,"Honda Jazz 1.2 SV i VTEC","Chennai",2017,11000,"Petrol","Manual","First",18.7,1199,88.7,5,6.75,7
"2234",3311,"Volkswagen Vento Diesel Comfortline","Chennai",2014,70010,"Diesel","Manual","First",20.54,1598,103.6,5,5.25,10
"2235",3313,"Mahindra TUV 300 2015-2019 T8","Kochi",2017,57259,"Diesel","Manual","First",18.49,1493,100,7,8.87,7
"2236",3315,"Maruti Ertiga VDI","Pune",2012,168000,"Diesel","Manual","First",20.77,1248,88.76,7,4.5,12
"2237",3318,"Maruti Ertiga ZDI","Hyderabad",2016,85423,"Diesel","Manual","First",20.77,1248,88.8,7,8.75,8
"2238",3319,"Hyundai Elantra CRDi SX AT","Pune",2013,48823,"Diesel","Automatic","First",19.5,1582,126.24,5,8.5,11
"2239",3320,"Hyundai i10 Magna 1.2","Kolkata",2011,35082,"Petrol","Manual","First",20.36,1197,78.9,5,2.21,13
"2240",3321,"Maruti Omni MPI STD BSIV","Jaipur",2012,126000,"Petrol","Manual","First",16.8,796,34.2,5,1.6,12
"2241",3324,"Mercedes-Benz CLA 200 CDI Sport","Kochi",2019,29836,"Diesel","Automatic","First",17.9,2143,136,5,25.75,5
"2242",3326,"Maruti Ciaz ZDi Plus SHVS","Ahmedabad",2015,52324,"Diesel","Manual","First",28.09,1248,88.5,5,6.25,9
"2243",3327,"Ford Ecosport 1.5 DV5 MT Titanium Optional","Delhi",2013,65000,"Diesel","Manual","First",22.7,1498,89.84,5,5.1,11
"2244",3329,"Hyundai Grand i10 CRDi Sportz","Hyderabad",2016,75700,"Diesel","Manual","First",24,1120,70,5,5.7,8
"2245",3330,"Volkswagen Vento Diesel Breeze","Bangalore",2013,43000,"Diesel","Manual","First",20.5,1598,105,5,5.95,11
"2246",3331,"Chevrolet Beat Diesel LT","Kochi",2012,42706,"Diesel","Manual","First",25.44,936,56.3,5,2.4,12
"2247",3332,"Mahindra Quanto C6","Mumbai",2013,35000,"Diesel","Manual","First",17.21,1493,100,7,3.49,11
"2248",3333,"Hyundai i10 Asta 1.2 AT with Sunroof","Hyderabad",2011,54348,"Petrol","Automatic","First",19.2,1197,80,5,4,13
"2249",3334,"Toyota Etios Liva 1.4 GD","Delhi",2013,84000,"Diesel","Manual","First",23.59,1364,67.04,5,3.85,11
"2250",3336,"Hyundai i10 Magna 1.2","Jaipur",2013,75049,"Petrol","Manual","Second",20.36,1197,78.9,5,3,11
"2251",3337,"Ford Figo Aspire 1.2 Ti-VCT Titanium","Kochi",2018,24237,"Petrol","Manual","First",18.16,1196,86.8,5,6.7,6
"2252",3338,"Maruti Ritz ZXi","Coimbatore",2016,22767,"Petrol","Manual","First",18.5,1197,85.8,5,6.14,8
"2253",3340,"Maruti Swift Dzire LDI","Pune",2017,57000,"Diesel","Manual","First",26.59,1248,74,5,4.25,7
"2254",3342,"Maruti S Cross DDiS 320 Alpha","Kolkata",2016,45000,"Diesel","Manual","First",22.7,1598,118,5,7,8
"2255",3344,"Hyundai EON 1.0 Magna Plus Option O","Kochi",2017,30711,"Petrol","Manual","First",20.3,998,68.05,5,4.45,7
"2256",3345,"Hyundai i20 1.4 CRDi Magna","Kolkata",2011,38277,"Diesel","Manual","First",21.9,1396,90,5,2.4,13
"2257",3346,"Volkswagen Vento Diesel Highline","Pune",2012,115000,"Diesel","Manual","Second",20.54,1598,103.6,5,4.33,12
"2258",3347,"Maruti Swift Dzire VXi AT","Coimbatore",2017,46849,"Petrol","Automatic","First",18.5,1197,83.14,5,6.93,7
"2259",3348,"Hyundai i20 Magna 1.4 CRDi","Ahmedabad",2014,64000,"Diesel","Manual","First",21.9,1396,90,5,4.25,10
"2260",3350,"Hyundai Grand i10 Sportz","Chennai",2015,15000,"Petrol","Manual","First",18.9,1197,82,5,4.9,9
"2261",3351,"Hyundai i20 1.4 CRDi Sportz","Mumbai",2014,32720,"Diesel","Manual","First",23,1396,90,5,4.5,10
"2262",3352,"Renault KWID RXT","Jaipur",2016,12500,"Petrol","Manual","First",25.17,799,53.3,5,3,8
"2263",3353,"Hyundai Xcent 1.2 Kappa AT SX Option","Chennai",2015,59800,"Petrol","Automatic","First",16.9,1197,82,5,5.8,9
"2264",3356,"Nissan Terrano XL 110 PS","Mumbai",2015,54000,"Diesel","Manual","Second",19.01,1461,108.5,5,5.75,9
"2265",3357,"Hyundai Verna 1.6 SX","Hyderabad",2012,65000,"Diesel","Manual","First",22.32,1582,126.32,5,6.2,12
"2266",3358,"Maruti Celerio VXI AMT","Chennai",2015,55000,"Petrol","Automatic","First",23.1,998,67.04,5,3.5,9
"2267",3359,"Maruti Wagon R LXI","Pune",2010,71000,"Petrol","Manual","First",18.9,998,67.1,5,2,14
"2268",3360,"Hyundai i20 Magna Optional 1.4 CRDi","Chennai",2012,70000,"Diesel","Manual","First",21.9,1396,88.8,5,4,12
"2269",3362,"BMW X1 sDrive20d","Mumbai",2013,43000,"Diesel","Automatic","First",17.05,1995,184,5,17.5,11
"2270",3364,"Hyundai i10 Magna","Ahmedabad",2014,51000,"Petrol","Manual","First",20.36,1197,78.9,5,3.75,10
"2271",3366,"Honda City i DTEC SV","Mumbai",2014,25000,"Diesel","Manual","First",26,1498,98.6,5,6.15,10
"2272",3367,"Maruti Alto K10 2010-2014 VXI","Pune",2012,12600,"Petrol","Manual","First",20.92,998,67.1,5,2.4,12
"2273",3368,"Maruti Swift Ldi BSIII","Pune",2009,80000,"Diesel","Manual","Fourth & Above",17.8,1248,75,5,2.15,15
"2274",3369,"Hyundai Grand i10 Magna","Kolkata",2016,21000,"Petrol","Manual","First",18.9,1197,82,5,3.75,8
"2275",3371,"Hyundai Grand i10 SportZ Edition","Bangalore",2015,50000,"Petrol","Manual","First",18.9,1197,81.86,5,4.75,9
"2276",3373,"Honda City i-VTEC VX","Mumbai",2017,7500,"Petrol","Manual","First",17.4,1497,117.3,5,11.15,7
"2277",3374,"Renault Duster 110PS Diesel RxZ AMT","Jaipur",2016,68163,"Diesel","Automatic","First",19.6,1461,108.45,5,8.9,8
"2278",3375,"Honda Amaze S i-Dtech","Ahmedabad",2014,61000,"Diesel","Manual","First",25.8,1498,98.6,5,4.35,10
"2279",3377,"BMW 3 Series 320d Highline","Mumbai",2009,61500,"Diesel","Automatic","Second",16.07,1995,181,5,8.5,15
"2280",3378,"Hyundai i10 Magna 1.1 iTech SE","Kochi",2017,42883,"Petrol","Manual","First",19.81,1086,68.05,5,4.27,7
"2281",3379,"Renault Duster 85PS Diesel RxL Optional with Nav","Jaipur",2012,97000,"Diesel","Manual","Second",20.45,1461,83.8,5,4.25,12
"2282",3381,"Maruti Vitara Brezza LDi","Kochi",2017,35384,"Diesel","Manual","First",24.3,1248,88.5,5,8.61,7
"2283",3383,"Ford EcoSport 1.5 Diesel Titanium","Coimbatore",2018,32189,"Diesel","Manual","First",23,1498,98.96,5,9.25,6
"2284",3384,"Hyundai Verna 1.6 CRDI AT SX Option","Chennai",2016,27000,"Diesel","Automatic","First",19.08,1582,126.2,5,8.6,8
"2285",3385,"Volkswagen Polo 1.2 MPI Highline","Coimbatore",2018,22734,"Petrol","Manual","First",16.47,1198,74,5,7.53,6
"2286",3386,"Renault Duster 110PS Diesel RxL","Mumbai",2014,58002,"Diesel","Manual","First",19.64,1461,108.45,5,5.75,10
"2287",3387,"Honda Brio S Option AT","Chennai",2012,31500,"Petrol","Automatic","First",16.5,1198,86.8,5,4.15,12
"2288",3388,"Ford Figo 2015-2019 1.2P Titanium MT","Coimbatore",2017,30933,"Petrol","Manual","First",18.16,1196,86.8,5,5.84,7
"2289",3389,"Audi A6 2.0 TDI Design Edition","Kolkata",2012,27090,"Diesel","Automatic","First",18.53,1968,187.74,5,16.5,12
"2290",3391,"Hyundai i10 Sportz Option","Pune",2013,45000,"Petrol","Manual","First",20.36,1197,78.9,5,3.55,11
"2291",3392,"Hyundai i20 1.2 Asta Option","Hyderabad",2018,11691,"Petrol","Manual","First",18.6,1197,81.83,5,8.9,6
"2292",3393,"Skoda Octavia L and K 1.9 TDI MT","Hyderabad",2006,121000,"Diesel","Manual","Second",16.4,1896,90,5,2.5,18
"2293",3394,"Hyundai Verna Transform SX VGT CRDi","Hyderabad",2010,118077,"Diesel","Manual","First",16.2,1493,110,5,3.85,14
"2294",3395,"Hyundai Verna 1.6 SX VTVT (O) AT","Chennai",2012,36300,"Petrol","Automatic","Third",17.1,1591,121.4,5,7.5,12
"2295",3397,"Ford Figo Diesel EXI","Chennai",2010,78000,"Diesel","Manual","First",20,1399,68,5,2.25,14
"2296",3398,"Audi A6 2011-2015 35 TDI Technology","Mumbai",2015,42000,"Diesel","Automatic","First",17.68,1968,174.33,5,24.25,9
"2297",3399,"Volkswagen Polo 1.2 MPI Highline","Mumbai",2015,27000,"Petrol","Manual","First",16.47,1198,74,5,4.35,9
"2298",3400,"BMW X1 sDrive20d","Kolkata",2012,22000,"Diesel","Automatic","First",17.05,1995,184,5,11.5,12
"2299",3401,"Honda City i VTEC SV","Kolkata",2014,49000,"Petrol","Manual","First",17.4,1497,117.3,5,4.75,10
"2300",3402,"Hyundai i20 Sportz Option Diesel","Hyderabad",2012,42600,"Diesel","Manual","First",23,1396,90,5,4.99,12
"2301",3403,"Honda Jazz 1.2 V CVT i VTEC","Coimbatore",2018,12794,"Petrol","Automatic","First",19,1199,88.7,5,9.15,6
"2302",3404,"Maruti Swift 1.3 VXi","Jaipur",2006,125000,"Petrol","Manual","Fourth & Above",16.1,1631.55257270694,113.803144037171,5,2.35,18
"2303",3406,"Mercedes-Benz A Class A180 CDI","Bangalore",2014,8000,"Diesel","Automatic","Second",20,2143,107.3,5,19.75,10
"2304",3409,"Renault Scala RxL AT","Mumbai",2013,7000,"Petrol","Automatic","First",17.97,1498,99.6,5,3.65,11
"2305",3411,"Maruti Alto 800 VXI","Pune",2017,38000,"Petrol","Manual","First",22.74,796,47.3,5,3.11,7
"2306",3412,"Toyota Etios G","Kochi",2013,56344,"Petrol","Manual","First",17.6,1496,88.73,5,4.57,11
"2307",3413,"Hyundai i20 Sportz Option","Mumbai",2014,17858,"Petrol","Manual","First",17,1197,80,5,5.32,10
"2308",3414,"Hyundai i10 Sportz","Hyderabad",2012,53000,"Petrol","Manual","First",20.36,1197,78.9,5,3.2,12
"2309",3415,"Maruti Swift VDI BSIV","Kochi",2016,67906,"Diesel","Manual","First",25.2,1248,74,5,5.63,8
"2310",3416,"Hyundai EON Magna Plus","Hyderabad",2015,19000,"Petrol","Manual","First",21.1,814,55.2,5,3,9
"2311",3417,"BMW 3 Series 320d","Mumbai",2010,67000,"Diesel","Automatic","Second",22.69,1995,190,5,9.25,14
"2312",3418,"Tata Indigo XL Classic Dicor","Delhi",2011,80000,"Diesel","Manual","First",23.57,1396,70,5,1.2,13
"2313",3419,"Maruti Alto 800 LXI","Delhi",2015,61000,"Petrol","Manual","First",22.74,796,47.3,5,2.15,9
"2314",3420,"Volkswagen Polo Diesel Highline 1.2L","Pune",2010,39000,"Diesel","Manual","First",22.07,1199,73.9,5,3.05,14
"2315",3422,"Hyundai Santro Xing GLS","Hyderabad",2008,80931,"Petrol","Manual","First",17.92,1086,62.1,5,2.3,16
"2316",3423,"Maruti Swift ZXI","Kolkata",2016,34000,"Petrol","Manual","First",20.4,1197,81.8,5,4.95,8
"2317",3424,"Renault Scala Diesel RxL","Hyderabad",2013,130000,"Diesel","Manual","First",21.64,1461,84.8,5,4.75,11
"2318",3425,"Maruti Vitara Brezza ZDi Plus","Coimbatore",2018,52380,"Diesel","Manual","First",24.3,1248,88.5,5,10.15,6
"2319",3426,"Nissan Micra XV","Kolkata",2011,44000,"Petrol","Manual","First",18.06,1198,75,5,2.65,13
"2320",3427,"Ford Figo Diesel EXI","Hyderabad",2015,84000,"Diesel","Manual","First",20,1399,68.05,5,3.8,9
"2321",3429,"Nissan Terrano XV 110 PS","Pune",2014,163000,"Diesel","Manual","First",19.01,1461,108.5,5,5,10
"2322",3430,"Toyota Etios Liva 1.2 G","Chennai",2011,42000,"Petrol","Manual","Second",17.71,1197,78.9,5,3.75,13
"2323",3431,"Hyundai i20 Asta 1.4 CRDi","Jaipur",2013,129000,"Diesel","Manual","Third",21.27,1396,88.76,5,4.11,11
"2324",3432,"Ford Figo Aspire 1.2 Ti-VCT Ambiente","Chennai",2015,32200,"Petrol","Manual","Second",18.16,1196,86.8,5,4.25,9
"2325",3434,"Audi A4 2.0 TDI 177 Bhp Premium Plus","Bangalore",2014,40000,"Diesel","Automatic","First",17.11,1968,174.33,5,22.5,10
"2326",3438,"Honda Amaze S i-Dtech","Kolkata",2013,39575,"Diesel","Manual","First",25.8,1498,98.6,5,3.25,11
"2327",3440,"Ford Ecosport 1.5 DV5 MT Titanium Optional","Coimbatore",2014,70374,"Diesel","Manual","First",22.7,1498,89.84,5,7.34,10
"2328",3441,"Volkswagen CrossPolo 1.5 TDI","Kolkata",2015,26256,"Diesel","Manual","First",20.14,1498,88.5,5,4.25,9
"2329",3442,"Hyundai Elite i20 Petrol Sportz","Delhi",2016,13460,"Petrol","Manual","First",18.6,1197,81.86,5,6.45,8
"2330",3445,"Maruti Wagon R LX BSIII","Jaipur",2005,115000,"Petrol","Manual","Second",17.3,1061,64,5,0.99,19
"2331",3447,"Hyundai Elite i20 Petrol Sportz","Jaipur",2016,30292,"Petrol","Manual","First",18.6,1197,81.86,5,6.1,8
"2332",3448,"Honda WRV i-VTEC VX","Ahmedabad",2017,32248,"Petrol","Manual","First",17.5,1199,88.7,5,8.25,7
"2333",3449,"Volkswagen Polo Petrol Highline 1.2L","Bangalore",2013,74000,"Petrol","Manual","First",16.47,1198,73.9,5,4.65,11
"2334",3451,"Hyundai Grand i10 1.2 Kappa Asta","Bangalore",2014,61325,"Petrol","Manual","First",18.9,1197,81.86,5,4.4,10
"2335",3452,"Maruti Swift Dzire VXI","Kolkata",2014,33000,"Petrol","Manual","First",19.1,1197,85.8,5,3.99,10
"2336",3453,"BMW 5 Series 2003-2012 530d","Coimbatore",2016,18090,"Diesel","Automatic","First",16.2,2993,258,5,45.73,8
"2337",3454,"Ford Ecosport 1.5 DV5 MT Ambiente","Kochi",2014,71390,"Diesel","Manual","First",22.7,1498,89.84,5,5.27,10
"2338",3456,"Honda City i DTec V","Ahmedabad",2016,67000,"Diesel","Manual","First",26,1498,98.6,5,7.25,8
"2339",3457,"Tata Indigo LS","Chennai",2008,99000,"Diesel","Manual","Second",17,1405,70,5,1.6,16
"2340",3458,"Renault Duster 110PS Diesel RxL","Pune",2014,142000,"Diesel","Manual","Second",19.01,1461,108.45,5,6,10
"2341",3459,"Hyundai i10 Sportz","Chennai",2010,26966,"Petrol","Manual","First",20.36,1197,78.9,5,3,14
"2342",3460,"Honda Jazz 1.2 SV i VTEC","Mumbai",2015,27628,"Petrol","Manual","First",18.7,1199,88.7,5,4.95,9
"2343",3461,"Maruti SX4 S Cross DDiS 200 Zeta","Hyderabad",2016,82497,"Diesel","Manual","First",23.65,1248,88.5,5,8.99,8
"2344",3463,"Volkswagen Polo Petrol Comfortline 1.2L","Coimbatore",2016,26981,"Petrol","Manual","First",16.47,1198,73.9,5,6.16,8
"2345",3464,"Maruti Ritz VDi","Hyderabad",2010,110471,"Diesel","Manual","First",21.1,1248,73.9,5,3.5,14
"2346",3465,"Honda Amaze S Petrol","Jaipur",2014,69000,"Petrol","Manual","First",19.5,1199,88.76,5,4.5,10
"2347",3466,"Hyundai i20 1.2 Asta Option","Hyderabad",2017,12000,"Petrol","Manual","First",18.6,1197,81.83,5,7.75,7
"2348",3467,"Renault Duster 85PS Diesel RxL","Hyderabad",2014,77500,"Diesel","Manual","First",20.45,1461,83.8,5,6.6,10
"2349",3468,"Hyundai Grand i10 Magna","Kochi",2014,48031,"Petrol","Manual","First",18.9,1197,82,5,4.98,10
"2350",3469,"BMW 3 Series 320d Highline","Chennai",2008,170000,"Diesel","Automatic","Third",16.07,1995,181,5,9.75,16
"2351",3470,"Ford Ecosport 1.5 DV5 MT Trend","Mumbai",2014,69565,"Diesel","Manual","First",22.7,1498,89.84,5,5.55,10
"2352",3471,"Volkswagen Vento 1.5 TDI Highline AT","Hyderabad",2016,45492,"Diesel","Automatic","First",21.5,1498,108.5,5,10.3,8
"2353",3474,"Volkswagen Polo 1.2 MPI Highline Plus","Hyderabad",2017,18500,"Petrol","Manual","First",16.2,1199,74,5,6.25,7
"2354",3476,"Hyundai i10 Magna AT","Hyderabad",2009,50902,"Petrol","Automatic","First",19.2,1197,80,5,3,15
"2355",3478,"Hyundai Elantra CRDi SX","Mumbai",2013,40000,"Diesel","Manual","Second",22.7,1582,126.24,5,6.95,11
"2356",3480,"Hyundai Grand i10 1.2 Kappa Sportz","Coimbatore",2014,33496,"Petrol","Manual","First",18.9,1197,81.86,5,5.5,10
"2357",3481,"Hyundai i20 Asta Option 1.2","Mumbai",2015,25000,"Petrol","Manual","First",18.6,1197,81.83,5,5.65,9
"2358",3482,"Chevrolet Enjoy TCDi LS 8 Seater","Ahmedabad",2013,71000,"Diesel","Manual","First",18.2,1248,73.8,8,3.25,11
"2359",3484,"Hyundai Creta 1.6 CRDi SX","Pune",2016,42244,"Diesel","Manual","First",19.67,1582,126.2,5,12,8
"2360",3485,"Chevrolet Beat Diesel PS","Jaipur",2013,98598,"Diesel","Manual","First",25.44,936,57.6,5,1.55,11
"2361",3487,"Hyundai i20 Sportz Option 1.2","Coimbatore",2016,44238,"Petrol","Manual","First",18.6,1197,81.83,5,6.72,8
"2362",3489,"Porsche Panamera Diesel","Bangalore",2013,19828,"Diesel","Automatic","Second",17.85,2967,300,4,75,11
"2363",3490,"Honda City i VTEC VX","Hyderabad",2016,36891,"Petrol","Manual","First",17.8,1497,117.3,5,10.49,8
"2364",3491,"Mahindra Quanto C4","Hyderabad",2012,90049,"Diesel","Manual","First",17.21,1493,100,7,3.8,12
"2365",3492,"Audi A4 2.0 TDI Multitronic","Ahmedabad",2012,74002,"Diesel","Automatic","First",16.55,1968,140,5,18.5,12
"2366",3494,"Hyundai Verna 1.6 SX","Hyderabad",2012,83678,"Diesel","Manual","First",22.32,1582,126.32,5,5.5,12
"2367",3495,"Maruti Wagon R LXI BS IV","Pune",2010,91000,"Petrol","Manual","First",18.9,998,67.1,5,2.3,14
"2368",3496,"Maruti Ertiga SHVS ZDI Plus","Jaipur",2016,50000,"Diesel","Manual","First",24.52,1248,88.5,7,8.7,8
"2369",3497,"Hyundai Xcent 1.1 CRDi S Option","Delhi",2015,58000,"Diesel","Manual","First",24.4,1120,71.01,5,4.95,9
"2370",3498,"Maruti Swift VDI","Jaipur",2012,80000,"Diesel","Manual","First",22.9,1248,74,5,4.25,12
"2371",3500,"BMW 5 Series 520d Luxury Line","Delhi",2013,65000,"Diesel","Automatic","First",22.48,1995,190,5,21.26,11
"2372",3502,"Hyundai i20 Asta 1.4 CRDi","Pune",2015,54339,"Diesel","Manual","Second",22.54,1396,88.73,5,6,9
"2373",3503,"Mahindra KUV 100 mFALCON G80 K2","Hyderabad",2016,24025,"Petrol","Manual","First",18.15,1198,82,6,4.1,8
"2374",3504,"Maruti Alto 800 2016-2019 LXI","Kolkata",2013,24027,"Petrol","Manual","First",24.7,796,47.3,5,2.01,11
"2375",3506,"Maruti Wagon R VXI BS IV","Kolkata",2012,40000,"Petrol","Manual","First",18.9,998,67.1,5,2.35,12
"2376",3508,"Honda Brio EX MT","Chennai",2013,42320,"Petrol","Manual","First",19.4,1198,86.8,5,2.9,11
"2377",3509,"Hyundai i20 Asta Option 1.4 CRDi","Coimbatore",2017,24153,"Diesel","Manual","Second",22.54,1396,88.73,5,9.18,7
